"Date","Div","Home","Away","Res","AvgH","AvgD","AvgA","Season"
"2014-07-13","Allsvenskan","Hacken","Orebro","H",1.59,3.87,5.56,2014
"2014-07-14","Allsvenskan","Norrkoping","Djurgarden","A",2.6,3.21,2.68,2014
"2014-07-19","Allsvenskan","Gefle","Halmstad","H",2.27,3.25,3.13,2014
"2014-07-19","Allsvenskan","Kalmar","Malmo FF","D",2.81,3.18,2.53,2014
"2014-07-20","Allsvenskan","Falkenbergs","AIK","H",3.33,3.31,2.15,2014
"2014-07-20","Allsvenskan","Goteborg","Mjallby","H",1.3,5.09,10.1,2014
"2014-07-20","Allsvenskan","Atvidabergs","Brommapojkarna","H",1.97,3.41,3.73,2014
"2014-07-20","Allsvenskan","Norrkoping","Elfsborg","H",3.15,3.4,2.18,2014
"2014-07-20","Allsvenskan","Orebro","Helsingborg","D",2.76,3.23,2.51,2014
"2014-07-21","Allsvenskan","Djurgarden","Hacken","A",2.38,3.35,2.87,2014
"2014-07-26","Allsvenskan","Malmo FF","Kalmar","H",1.53,3.96,6.3,2014
"2014-07-26","Allsvenskan","Halmstad","Gefle","H",1.98,3.38,3.77,2014
"2014-07-27","Allsvenskan","Brommapojkarna","Atvidabergs","D",2.43,3.27,2.84,2014
"2014-07-27","Allsvenskan","Mjallby","Goteborg","H",4.97,3.76,1.66,2014
"2014-07-27","Allsvenskan","Elfsborg","Norrkoping","H",1.49,4.32,6.06,2014
"2014-07-27","Allsvenskan","Helsingborg","Orebro","D",1.6,3.95,5.24,2014
"2014-07-28","Allsvenskan","AIK","Falkenbergs","H",1.45,4.47,6.47,2014
"2014-07-28","Allsvenskan","Hacken","Djurgarden","H",1.65,3.93,4.8,2014
"2014-08-02","Allsvenskan","Falkenbergs","Malmo FF","A",4.21,3.45,1.85,2014
"2014-08-02","Allsvenskan","Norrkoping","Hacken","D",2.66,3.41,2.51,2014
"2014-08-02","Allsvenskan","Orebro","Halmstad","A",1.96,3.44,3.74,2014
"2014-08-03","Allsvenskan","Kalmar","Brommapojkarna","D",1.46,4.26,6.72,2014
"2014-08-03","Allsvenskan","Elfsborg","Atvidabergs","H",1.34,4.96,8.56,2014
"2014-08-04","Allsvenskan","Djurgarden","Helsingborg","D",1.96,3.43,3.75,2014
"2014-08-04","Allsvenskan","Gefle","Mjallby","H",1.96,3.36,3.84,2014
"2014-08-04","Allsvenskan","Goteborg","AIK","A",1.94,3.49,3.76,2014
