"Date","Div","Res","Odds","OddsDraw","OddsOpp","Season","Team","Res_1_0","Odds_Intervall","Country"
"2014-10-05","E0","Win",1.65,3.9,5.26,2014,"Man United",1,"(1.5,2]","EN"
"2014-10-20","E0","Draw",1.73,3.83,4.83,2014,"Man United",0,"(1.5,2]","EN"
"2014-10-26","E0","Draw",2.84,3.38,2.48,2014,"Man United",0,"(2.5,3]","EN"
"2014-11-02","E0","Lost",4.07,3.65,1.88,2014,"Man United",0,"(4,5]","EN"
"2014-11-08","E0","Win",1.3,5.53,10.42,2014,"Man United",1,"(1,1.5]","EN"
"2014-11-22","E0","Win",3.4,3.46,2.15,2014,"Man United",1,"(3,3.5]","EN"
"2014-11-29","E0","Win",1.31,5.36,9.7,2014,"Man United",1,"(1,1.5]","EN"
"2014-12-02","E0","Win",1.44,4.45,7.9,2014,"Man United",1,"(1,1.5]","EN"
"2014-12-08","E0","Win",2.61,3.33,2.73,2014,"Man United",1,"(2.5,3]","EN"
"2014-12-14","E0","Win",1.81,3.67,4.49,2014,"Man United",1,"(1.5,2]","EN"
"2014-12-20","E0","Draw",1.59,3.9,6.11,2014,"Man United",0,"(1.5,2]","EN"
"2014-12-26","E0","Win",1.38,4.82,8.53,2014,"Man United",1,"(1,1.5]","EN"
"2014-12-28","E0","Draw",2.23,3.43,3.18,2014,"Man United",0,"(2,2.5]","EN"
"2015-01-01","E0","Draw",1.99,3.41,3.94,2014,"Man United",0,"(1.5,2]","EN"
"2015-01-11","E0","Lost",1.81,3.59,4.54,2014,"Man United",0,"(1.5,2]","EN"
"2015-01-17","E0","Win",1.61,3.92,5.77,2014,"Man United",1,"(1.5,2]","EN"
"2015-01-31","E0","Win",1.34,5.14,9.28,2014,"Man United",1,"(1,1.5]","EN"
"2015-02-08","E0","Draw",1.96,3.51,3.94,2014,"Man United",0,"(1.5,2]","EN"
"2015-02-11","E0","Win",1.29,5.57,10.48,2014,"Man United",1,"(1,1.5]","EN"
"2015-02-21","E0","Lost",2,3.41,3.93,2014,"Man United",0,"(1.5,2]","EN"
"2015-02-28","E0","Win",1.36,4.87,9.61,2014,"Man United",1,"(1,1.5]","EN"
"2015-03-04","E0","Win",1.99,3.42,3.98,2014,"Man United",1,"(1.5,2]","EN"
"2015-03-15","E0","Win",1.89,3.63,4.14,2014,"Man United",1,"(1.5,2]","EN"
"2015-03-22","E0","Win",3.57,3.37,2.11,2014,"Man United",1,"(3.5,4]","EN"
"2015-04-04","E0","Win",1.3,5.29,10.76,2014,"Man United",1,"(1,1.5]","EN"
"2015-04-12","E0","Win",2.61,3.34,2.72,2014,"Man United",1,"(2.5,3]","EN"
"2015-04-18","E0","Lost",4,3.37,2,2014,"Man United",0,"(3.5,4]","EN"
"2015-04-26","E0","Lost",2.16,3.33,3.54,2014,"Man United",0,"(2,2.5]","EN"
"2015-05-02","E0","Lost",1.36,4.9,9.2,2014,"Man United",0,"(1,1.5]","EN"
"2015-05-09","E0","Win",1.85,3.51,4.36,2014,"Man United",1,"(1.5,2]","EN"
"2015-05-17","E0","Draw",2.41,3.37,2.95,2014,"Man United",0,"(2,2.5]","EN"
"2015-05-24","E0","Draw",2.21,3.55,3.14,2014,"Man United",0,"(2,2.5]","EN"
"2015-08-08","E0","Win",1.63,3.9,5.65,2015,"Man United",1,"(1.5,2]","EN"
"2015-08-14","E0","Win",1.71,3.67,5.37,2015,"Man United",1,"(1.5,2]","EN"
"2015-08-22","E0","Draw",1.36,4.91,8.9,2015,"Man United",0,"(1,1.5]","EN"
"2015-08-30","E0","Lost",2.19,3.31,3.42,2015,"Man United",0,"(2,2.5]","EN"
"2015-09-12","E0","Win",1.93,3.41,4.27,2015,"Man United",1,"(1.5,2]","EN"
"2015-09-20","E0","Win",2.44,3.19,3.06,2015,"Man United",1,"(2,2.5]","EN"
"2015-09-26","E0","Win",1.21,6.57,13.85,2015,"Man United",1,"(1,1.5]","EN"
"2015-10-04","E0","Lost",3.69,3.59,2.01,2015,"Man United",0,"(3.5,4]","EN"
"2015-10-17","E0","Win",2.35,3.29,3.15,2015,"Man United",1,"(2,2.5]","EN"
"2015-10-25","E0","Draw",2.57,3.35,2.8,2015,"Man United",0,"(2.5,3]","EN"
"2015-10-31","E0","Draw",2.06,3.35,3.77,2015,"Man United",0,"(2,2.5]","EN"
"2015-11-07","E0","Win",1.33,4.91,10.69,2015,"Man United",1,"(1,1.5]","EN"
"2015-11-21","E0","Win",2.01,3.29,4.07,2015,"Man United",1,"(2,2.5]","EN"
"2015-11-28","E0","Draw",2.34,3.35,3.13,2015,"Man United",0,"(2,2.5]","EN"
"2015-12-05","E0","Draw",1.43,4.38,8.4,2015,"Man United",0,"(1,1.5]","EN"
"2015-12-12","E0","Lost",2.26,3.28,3.33,2015,"Man United",0,"(2,2.5]","EN"
"2015-12-19","E0","Lost",1.45,4.35,7.74,2015,"Man United",0,"(1,1.5]","EN"
"2015-12-26","E0","Lost",2.36,3.17,3.21,2015,"Man United",0,"(2,2.5]","EN"
"2015-12-28","E0","Draw",2.55,3.22,2.91,2015,"Man United",0,"(2.5,3]","EN"
"2016-01-02","E0","Win",1.53,4,6.89,2015,"Man United",1,"(1.5,2]","EN"
"2016-01-12","E0","Draw",1.78,3.62,4.87,2015,"Man United",0,"(1.5,2]","EN"
"2016-01-17","E0","Win",3.29,3.24,2.29,2015,"Man United",1,"(3,3.5]","EN"
"2016-01-23","E0","Lost",1.88,3.37,4.55,2015,"Man United",0,"(1.5,2]","EN"
"2016-02-02","E0","Win",1.67,3.67,5.73,2015,"Man United",1,"(1.5,2]","EN"
"2016-02-07","E0","Draw",3.83,3.26,2.09,2015,"Man United",0,"(3.5,4]","EN"
"2016-02-13","E0","Lost",1.76,3.6,5,2015,"Man United",0,"(1.5,2]","EN"
"2016-02-28","E0","Win",3.17,3.21,2.37,2015,"Man United",1,"(3,3.5]","EN"
"2016-03-02","E0","Win",1.65,3.71,5.87,2015,"Man United",1,"(1.5,2]","EN"
"2016-03-06","E0","Lost",1.99,3.32,4.1,2015,"Man United",0,"(1.5,2]","EN"
"2016-03-20","E0","Win",4.42,3.62,1.83,2015,"Man United",1,"(4,5]","EN"
"2016-04-03","E0","Win",2.06,3.38,3.76,2015,"Man United",1,"(2,2.5]","EN"
"2016-04-10","E0","Lost",4.13,3.5,1.91,2015,"Man United",0,"(4,5]","EN"
"2016-04-16","E0","Win",1.23,6.04,14.93,2015,"Man United",1,"(1,1.5]","EN"
"2016-04-20","E0","Win",1.53,4.09,6.68,2015,"Man United",1,"(1.5,2]","EN"
"2016-05-01","E0","Draw",2.05,3.34,3.8,2015,"Man United",0,"(2,2.5]","EN"
"2016-05-07","E0","Win",1.87,3.52,4.39,2015,"Man United",1,"(1.5,2]","EN"
"2016-05-10","E0","Lost",2.43,3.41,2.96,2015,"Man United",0,"(2,2.5]","EN"
"2016-05-17","E0","Win",1.66,4.03,5.08,2015,"Man United",1,"(1.5,2]","EN"
"2016-08-14","E0","Win",1.86,3.51,4.5,2016,"Man United",1,"(1.5,2]","EN"
"2016-08-19","E0","Win",1.52,4.17,7.06,2016,"Man United",1,"(1.5,2]","EN"
"2016-08-27","E0","Win",1.46,4.28,7.8,2016,"Man United",1,"(1,1.5]","EN"
"2016-09-10","E0","Lost",2.32,3.26,3.28,2016,"Man United",0,"(2,2.5]","EN"
"2016-09-18","E0","Lost",1.63,3.95,5.67,2016,"Man United",0,"(1.5,2]","EN"
"2016-09-24","E0","Win",1.71,3.84,5.14,2016,"Man United",1,"(1.5,2]","EN"
"2016-10-02","E0","Draw",1.34,5.25,9.59,2016,"Man United",0,"(1,1.5]","EN"
"2016-10-17","E0","Draw",3.45,3.42,2.16,2016,"Man United",0,"(3,3.5]","EN"
"2016-10-23","E0","Lost",3.57,3.24,2.21,2016,"Man United",0,"(3.5,4]","EN"
"2016-10-29","E0","Draw",1.21,6.49,16.6,2016,"Man United",0,"(1,1.5]","EN"
"2016-11-06","E0","Win",1.74,3.87,4.82,2016,"Man United",1,"(1.5,2]","EN"
"2016-11-19","E0","Draw",2.54,3.26,2.92,2016,"Man United",0,"(2.5,3]","EN"
"2016-11-27","E0","Draw",1.48,4.48,7.07,2016,"Man United",0,"(1,1.5]","EN"
"2016-12-04","E0","Draw",2.13,3.4,3.59,2016,"Man United",0,"(2,2.5]","EN"
"2016-12-11","E0","Win",2.2,3.32,3.49,2016,"Man United",1,"(2,2.5]","EN"
"2016-12-14","E0","Win",1.68,3.94,5.19,2016,"Man United",1,"(1.5,2]","EN"
"2016-12-17","E0","Win",1.72,3.68,5.38,2016,"Man United",1,"(1.5,2]","EN"
"2016-12-26","E0","Win",1.22,6.48,14.79,2016,"Man United",1,"(1,1.5]","EN"
"2016-12-31","E0","Win",1.25,5.85,14.97,2016,"Man United",1,"(1,1.5]","EN"
"2017-01-02","E0","Win",1.64,3.95,5.56,2016,"Man United",1,"(1.5,2]","EN"
"2017-01-15","E0","Draw",2.14,3.33,3.67,2016,"Man United",0,"(2,2.5]","EN"
"2017-01-21","E0","Draw",1.62,3.99,5.84,2016,"Man United",0,"(1.5,2]","EN"
"2017-02-01","E0","Draw",1.18,7.37,17,2016,"Man United",0,"(1,1.5]","EN"
"2017-02-05","E0","Win",1.68,3.8,5.58,2016,"Man United",1,"(1.5,2]","EN"
"2017-02-11","E0","Win",1.25,6.19,12.92,2016,"Man United",1,"(1,1.5]","EN"
"2017-03-04","E0","Draw",1.25,6.15,12.85,2016,"Man United",0,"(1,1.5]","EN"
"2017-03-19","E0","Win",1.68,3.67,5.69,2016,"Man United",1,"(1.5,2]","EN"
"2017-04-01","E0","Draw",1.36,4.9,9.83,2016,"Man United",0,"(1,1.5]","EN"
"2017-04-04","E0","Draw",1.57,4.11,6.32,2016,"Man United",0,"(1.5,2]","EN"
"2017-04-09","E0","Win",1.34,5.01,9.93,2016,"Man United",1,"(1,1.5]","EN"
"2017-04-16","E0","Win",2.63,3.15,2.87,2016,"Man United",1,"(2.5,3]","EN"
"2017-04-23","E0","Win",1.66,3.76,5.66,2016,"Man United",1,"(1.5,2]","EN"
"2017-04-27","E0","Draw",4.24,3.67,1.88,2016,"Man United",0,"(4,5]","EN"
"2017-04-30","E0","Draw",1.37,4.85,8.93,2016,"Man United",0,"(1,1.5]","EN"
"2017-05-07","E0","Lost",4.11,3.61,1.92,2016,"Man United",0,"(4,5]","EN"
"2017-05-14","E0","Lost",5.14,3.85,1.7,2016,"Man United",0,"(5,10]","EN"
"2017-05-17","E0","Draw",2.75,3.27,2.67,2016,"Man United",0,"(2.5,3]","EN"
"2017-05-21","E0","Win",2.48,3.31,2.94,2016,"Man United",1,"(2,2.5]","EN"
"2017-08-13","E0","Win",1.31,5.29,10.74,2017,"Man United",1,"(1,1.5]","EN"
"2017-08-19","E0","Win",1.35,4.89,10.48,2017,"Man United",1,"(1,1.5]","EN"
"2017-08-26","E0","Win",1.33,5.32,9.97,2017,"Man United",1,"(1,1.5]","EN"
"2017-09-09","E0","Draw",1.5,4.27,7.02,2017,"Man United",0,"(1,1.5]","EN"
"2017-09-17","E0","Win",1.34,5.09,10.03,2017,"Man United",1,"(1,1.5]","EN"
"2017-09-23","E0","Win",1.73,3.69,5.08,2017,"Man United",1,"(1.5,2]","EN"
"2017-09-30","E0","Win",1.17,7.29,17.9,2017,"Man United",1,"(1,1.5]","EN"
"2017-10-14","E0","Draw",2.7,3.26,2.71,2017,"Man United",0,"(2.5,3]","EN"
"2017-10-21","E0","Lost",1.34,4.87,10.29,2017,"Man United",0,"(1,1.5]","EN"
"2017-10-28","E0","Win",2.16,3.3,3.6,2017,"Man United",1,"(2,2.5]","EN"
"2017-11-05","E0","Lost",3.07,3.15,2.47,2017,"Man United",0,"(3,3.5]","EN"
"2017-11-18","E0","Win",1.28,5.43,12.54,2017,"Man United",1,"(1,1.5]","EN"
"2017-11-25","E0","Win",1.19,6.72,18.1,2017,"Man United",1,"(1,1.5]","EN"
"2017-11-28","E0","Win",1.7,3.88,5.09,2017,"Man United",1,"(1.5,2]","EN"
"2017-12-02","E0","Win",2.99,3.31,2.44,2017,"Man United",1,"(2.5,3]","EN"
"2017-12-10","E0","Lost",3.32,3.45,2.2,2017,"Man United",0,"(3,3.5]","EN"
"2017-12-13","E0","Win",1.28,5.75,11.73,2017,"Man United",1,"(1,1.5]","EN"
"2017-12-17","E0","Win",1.6,3.9,6.11,2017,"Man United",1,"(1.5,2]","EN"
"2017-12-23","E0","Draw",1.87,3.6,4.29,2017,"Man United",0,"(1.5,2]","EN"
"2017-12-26","E0","Draw",1.24,6.01,13.97,2017,"Man United",0,"(1,1.5]","EN"
"2017-12-30","E0","Draw",1.36,5.01,9.21,2017,"Man United",0,"(1,1.5]","EN"
"2018-01-01","E0","Win",1.78,3.49,5.17,2017,"Man United",1,"(1.5,2]","EN"
"2018-01-15","E0","Win",1.22,6.58,13.77,2017,"Man United",1,"(1,1.5]","EN"
"2018-01-20","E0","Win",1.58,3.82,6.64,2017,"Man United",1,"(1.5,2]","EN"
"2018-01-31","E0","Lost",3.28,3.33,2.29,2017,"Man United",0,"(3,3.5]","EN"
"2018-02-03","E0","Win",1.16,7.59,20.1,2017,"Man United",1,"(1,1.5]","EN"
"2018-02-11","E0","Lost",1.65,3.8,5.56,2017,"Man United",0,"(1.5,2]","EN"
"2018-02-25","E0","Win",2.28,3.24,3.38,2017,"Man United",1,"(2,2.5]","EN"
"2018-03-05","E0","Win",1.56,4.05,6.47,2017,"Man United",1,"(1.5,2]","EN"
"2018-03-10","E0","Win",2.7,3.3,2.71,2017,"Man United",1,"(2.5,3]","EN"
"2018-03-31","E0","Win",1.24,6.09,13.32,2017,"Man United",1,"(1,1.5]","EN"
"2018-04-07","E0","Win",4.17,3.69,1.88,2017,"Man United",1,"(4,5]","EN"
"2018-04-15","E0","Lost",1.19,6.97,17.38,2017,"Man United",0,"(1,1.5]","EN"
"2018-04-18","E0","Win",1.73,3.88,4.84,2017,"Man United",1,"(1.5,2]","EN"
"2018-04-29","E0","Win",1.44,4.64,7.64,2017,"Man United",1,"(1,1.5]","EN"
"2018-05-04","E0","Lost",1.86,3.53,4.54,2017,"Man United",0,"(1.5,2]","EN"
"2018-05-10","E0","Draw",1.8,3.74,4.46,2017,"Man United",0,"(1.5,2]","EN"
"2018-05-13","E0","Win",1.37,5.12,8.21,2017,"Man United",1,"(1,1.5]","EN"
"2018-08-10","E0","Win",1.56,3.92,7.06,2018,"Man United",1,"(1.5,2]","EN"
"2018-08-19","E0","Lost",1.76,3.53,5.19,2018,"Man United",0,"(1.5,2]","EN"
"2018-08-27","E0","Lost",2.56,3.27,2.86,2018,"Man United",0,"(2.5,3]","EN"
"2018-09-02","E0","Win",1.67,3.72,5.73,2018,"Man United",1,"(1.5,2]","EN"
"2018-09-15","E0","Win",1.93,3.55,4.16,2018,"Man United",1,"(1.5,2]","EN"
"2018-09-22","E0","Draw",1.57,4.12,6.09,2018,"Man United",0,"(1.5,2]","EN"
"2008-08-17","D1","Lost",2.68,3.23,2.51,2008,"M'gladbach",0,"(2.5,3]","DE"
"2008-08-23","D1","Lost",3.65,3.29,1.99,2008,"M'gladbach",0,"(3.5,4]","DE"
"2008-08-30","D1","Win",4.09,3.4,1.84,2008,"M'gladbach",1,"(4,5]","DE"
"2008-09-14","D1","Lost",3.88,3.34,1.89,2008,"M'gladbach",0,"(3.5,4]","DE"
"2008-09-20","D1","Lost",2.38,3.25,2.82,2008,"M'gladbach",0,"(2,2.5]","DE"
"2008-09-27","D1","Lost",7.46,4.05,1.42,2008,"M'gladbach",0,"(5,10]","DE"
"2008-10-04","D1","Lost",2.2,3.25,3.08,2008,"M'gladbach",0,"(2,2.5]","DE"
"2008-10-17","D1","Draw",3.87,3.34,1.92,2008,"M'gladbach",0,"(3.5,4]","DE"
"2008-10-25","D1","Win",2.11,3.27,3.31,2008,"M'gladbach",1,"(2,2.5]","DE"
"2008-10-28","D1","Lost",6.43,3.95,1.48,2008,"M'gladbach",0,"(5,10]","DE"
"2008-11-02","D1","Lost",2.09,3.27,3.33,2008,"M'gladbach",0,"(2,2.5]","DE"
"2008-11-08","D1","Win",3.28,3.25,2.12,2008,"M'gladbach",1,"(3,3.5]","DE"
"2008-11-15","D1","Draw",6.41,3.84,1.51,2008,"M'gladbach",0,"(5,10]","DE"
"2008-11-22","D1","Lost",8.11,4.33,1.38,2008,"M'gladbach",0,"(5,10]","DE"
"2008-11-29","D1","Lost",1.85,3.33,4.1,2008,"M'gladbach",0,"(1.5,2]","DE"
"2008-12-06","D1","Lost",4.54,3.48,1.74,2008,"M'gladbach",0,"(4,5]","DE"
"2008-12-12","D1","Lost",7.17,4.06,1.45,2008,"M'gladbach",0,"(5,10]","DE"
"2009-01-31","D1","Lost",7.48,4.25,1.41,2008,"M'gladbach",0,"(5,10]","DE"
"2009-02-07","D1","Draw",3.36,3.31,2.07,2008,"M'gladbach",0,"(3,3.5]","DE"
"2009-02-14","D1","Draw",7.89,4.36,1.38,2008,"M'gladbach",0,"(5,10]","DE"
"2009-02-21","D1","Win",2.23,3.31,3.06,2008,"M'gladbach",1,"(2,2.5]","DE"
"2009-02-28","D1","Lost",6.22,3.73,1.54,2008,"M'gladbach",0,"(5,10]","DE"
"2009-03-07","D1","Win",3.3,3.3,2.13,2008,"M'gladbach",1,"(3,3.5]","DE"
"2009-03-14","D1","Win",3.38,3.25,2.11,2008,"M'gladbach",1,"(3,3.5]","DE"
"2009-03-20","D1","Lost",2,3.32,3.65,2008,"M'gladbach",0,"(1.5,2]","DE"
"2009-04-05","D1","Draw",2.95,3.25,2.33,2008,"M'gladbach",0,"(2.5,3]","DE"
"2009-04-11","D1","Lost",3.95,3.37,1.9,2008,"M'gladbach",0,"(3.5,4]","DE"
"2009-04-18","D1","Lost",3.4,3.28,2.1,2008,"M'gladbach",0,"(3,3.5]","DE"
"2009-04-26","D1","Draw",1.93,3.35,3.9,2008,"M'gladbach",0,"(1.5,2]","DE"
"2009-05-02","D1","Lost",10.15,5.47,1.26,2008,"M'gladbach",0,"(10,100]","DE"
"2009-05-10","D1","Win",3.24,3.3,2.15,2008,"M'gladbach",1,"(3,3.5]","DE"
"2009-05-13","D1","Win",2.97,3.24,2.3,2008,"M'gladbach",1,"(2.5,3]","DE"
"2009-05-16","D1","Lost",3.64,3.38,1.97,2008,"M'gladbach",0,"(3.5,4]","DE"
"2009-05-23","D1","Draw",3.72,3.48,1.92,2008,"M'gladbach",0,"(3.5,4]","DE"
"2009-08-09","D1","Draw",3.18,3.28,2.17,2009,"M'gladbach",0,"(3,3.5]","DE"
"2009-08-16","D1","Win",2.32,3.26,2.92,2009,"M'gladbach",1,"(2,2.5]","DE"
"2009-08-23","D1","Lost",7.39,4.23,1.43,2009,"M'gladbach",0,"(5,10]","DE"
"2009-08-28","D1","Win",2,3.34,3.64,2009,"M'gladbach",1,"(1.5,2]","DE"
"2009-09-12","D1","Lost",3.37,3.31,2.11,2009,"M'gladbach",0,"(3,3.5]","DE"
"2009-09-19","D1","Lost",2.96,3.28,2.31,2009,"M'gladbach",0,"(2.5,3]","DE"
"2009-09-27","D1","Lost",3.49,3.32,2.05,2009,"M'gladbach",0,"(3,3.5]","DE"
"2009-10-03","D1","Lost",2.87,3.29,2.36,2009,"M'gladbach",0,"(2.5,3]","DE"
"2009-10-18","D1","Lost",8.59,4.72,1.33,2009,"M'gladbach",0,"(5,10]","DE"
"2009-10-24","D1","Draw",2.25,3.26,3.06,2009,"M'gladbach",0,"(2,2.5]","DE"
"2009-10-31","D1","Win",8.55,4.54,1.35,2009,"M'gladbach",1,"(5,10]","DE"
"2009-11-07","D1","Draw",2.68,3.27,2.51,2009,"M'gladbach",0,"(2.5,3]","DE"
"2009-11-21","D1","Win",3.27,3.29,2.15,2009,"M'gladbach",1,"(3,3.5]","DE"
"2009-11-28","D1","Win",3.34,3.24,2.13,2009,"M'gladbach",1,"(3,3.5]","DE"
"2009-12-04","D1","Lost",10.5,5.18,1.29,2009,"M'gladbach",0,"(10,100]","DE"
"2009-12-12","D1","Win",2.05,3.3,3.52,2009,"M'gladbach",1,"(2,2.5]","DE"
"2009-12-19","D1","Lost",7.68,4.29,1.41,2009,"M'gladbach",0,"(5,10]","DE"
"2010-01-16","D1","Lost",1.85,3.36,4.25,2009,"M'gladbach",0,"(1.5,2]","DE"
"2010-01-23","D1","Draw",3.93,3.41,1.91,2009,"M'gladbach",0,"(3.5,4]","DE"
"2010-01-30","D1","Win",3.73,3.41,1.95,2009,"M'gladbach",1,"(3.5,4]","DE"
"2010-02-07","D1","Lost",3.29,3.26,2.17,2009,"M'gladbach",0,"(3,3.5]","DE"
"2010-02-12","D1","Win",1.99,3.33,3.76,2009,"M'gladbach",1,"(1.5,2]","DE"
"2010-02-19","D1","Draw",4.34,3.45,1.83,2009,"M'gladbach",0,"(4,5]","DE"
"2010-02-27","D1","Draw",1.75,3.47,4.68,2009,"M'gladbach",0,"(1.5,2]","DE"
"2010-03-06","D1","Lost",5.24,3.56,1.66,2009,"M'gladbach",0,"(5,10]","DE"
"2010-03-13","D1","Lost",2.83,3.27,2.38,2009,"M'gladbach",0,"(2.5,3]","DE"
"2010-03-19","D1","Draw",3.22,3.23,2.2,2009,"M'gladbach",0,"(3,3.5]","DE"
"2010-03-28","D1","Win",3.1,3.23,2.24,2009,"M'gladbach",1,"(3,3.5]","DE"
"2010-04-03","D1","Lost",7.42,4.3,1.42,2009,"M'gladbach",0,"(5,10]","DE"
"2010-04-09","D1","Win",2.36,3.27,2.95,2009,"M'gladbach",1,"(2,2.5]","DE"
"2010-04-17","D1","Lost",8.34,4.47,1.37,2009,"M'gladbach",0,"(5,10]","DE"
"2010-04-24","D1","Draw",6.3,4.17,1.48,2009,"M'gladbach",0,"(5,10]","DE"
"2010-05-01","D1","Lost",4.07,3.51,1.84,2009,"M'gladbach",0,"(4,5]","DE"
"2010-05-08","D1","Draw",4.3,3.81,1.71,2009,"M'gladbach",0,"(4,5]","DE"
"2010-08-21","D1","Draw",1.93,3.37,3.92,2010,"M'gladbach",0,"(1.5,2]","DE"
"2010-08-29","D1","Win",7.97,4.47,1.38,2010,"M'gladbach",1,"(5,10]","DE"
"2010-09-11","D1","Lost",2.11,3.36,3.36,2010,"M'gladbach",0,"(2,2.5]","DE"
"2010-09-18","D1","Lost",4.28,3.52,1.81,2010,"M'gladbach",0,"(4,5]","DE"
"2010-09-22","D1","Lost",2.02,3.41,3.54,2010,"M'gladbach",0,"(2,2.5]","DE"
"2010-09-25","D1","Draw",6.33,3.95,1.52,2010,"M'gladbach",0,"(5,10]","DE"
"2010-10-02","D1","Draw",3.32,3.42,2.11,2010,"M'gladbach",0,"(3,3.5]","DE"
"2010-10-17","D1","Lost",5.14,3.75,1.65,2010,"M'gladbach",0,"(5,10]","DE"
"2010-10-23","D1","Lost",3.37,3.51,2.06,2010,"M'gladbach",0,"(3,3.5]","DE"
"2010-10-30","D1","Lost",3.34,3.41,2.11,2010,"M'gladbach",0,"(3,3.5]","DE"
"2010-11-06","D1","Draw",5.7,3.93,1.56,2010,"M'gladbach",0,"(5,10]","DE"
"2010-11-13","D1","Win",3.32,3.42,2.11,2010,"M'gladbach",1,"(3,3.5]","DE"
"2010-11-20","D1","Lost",2.38,3.32,2.89,2010,"M'gladbach",0,"(2,2.5]","DE"
"2010-11-27","D1","Lost",9.86,5.21,1.29,2010,"M'gladbach",0,"(5,10]","DE"
"2010-12-04","D1","Lost",2.22,3.4,3.1,2010,"M'gladbach",0,"(2,2.5]","DE"
"2010-12-12","D1","Lost",3.92,3.49,1.89,2010,"M'gladbach",0,"(3.5,4]","DE"
"2010-12-17","D1","Lost",3.3,3.45,2.13,2010,"M'gladbach",0,"(3,3.5]","DE"
"2011-01-15","D1","Win",3.63,3.42,2.02,2010,"M'gladbach",1,"(3.5,4]","DE"
"2011-01-23","D1","Lost",3.97,3.57,1.87,2010,"M'gladbach",0,"(3.5,4]","DE"
"2011-01-30","D1","Win",3.6,3.4,2,2010,"M'gladbach",1,"(3.5,4]","DE"
"2011-02-05","D1","Lost",2.79,3.32,2.46,2010,"M'gladbach",0,"(2.5,3]","DE"
"2011-02-12","D1","Lost",3.57,3.39,2.02,2010,"M'gladbach",0,"(3.5,4]","DE"
"2011-02-20","D1","Win",3.43,3.39,2.1,2010,"M'gladbach",1,"(3,3.5]","DE"
"2011-02-25","D1","Lost",4.3,3.61,1.82,2010,"M'gladbach",0,"(4,5]","DE"
"2011-03-05","D1","Win",2.59,3.33,2.62,2010,"M'gladbach",1,"(2.5,3]","DE"
"2011-03-12","D1","Draw",4.9,3.83,1.67,2010,"M'gladbach",0,"(4,5]","DE"
"2011-03-18","D1","Lost",2.26,3.41,3.11,2010,"M'gladbach",0,"(2,2.5]","DE"
"2011-04-02","D1","Lost",13.79,6.74,1.19,2010,"M'gladbach",0,"(10,100]","DE"
"2011-04-10","D1","Win",2.2,3.42,3.18,2010,"M'gladbach",1,"(2,2.5]","DE"
"2011-04-15","D1","Lost",3.87,3.59,1.93,2010,"M'gladbach",0,"(3.5,4]","DE"
"2011-04-23","D1","Win",5.42,3.98,1.59,2010,"M'gladbach",1,"(5,10]","DE"
"2011-04-30","D1","Win",4.44,3.69,1.76,2010,"M'gladbach",1,"(4,5]","DE"
"2011-05-07","D1","Win",1.6,3.92,5.43,2010,"M'gladbach",1,"(1.5,2]","DE"
"2011-05-14","D1","Draw",2.39,3.5,2.76,2010,"M'gladbach",0,"(2,2.5]","DE"
"2011-08-07","D1","Win",12.94,6.22,1.21,2011,"M'gladbach",1,"(10,100]","DE"
"2011-08-13","D1","Draw",2.56,3.33,2.68,2011,"M'gladbach",0,"(2.5,3]","DE"
"2011-08-19","D1","Win",2.73,3.37,2.53,2011,"M'gladbach",1,"(2.5,3]","DE"
"2011-08-28","D1","Lost",4.52,3.58,1.77,2011,"M'gladbach",0,"(4,5]","DE"
"2011-09-10","D1","Win",1.91,3.49,3.88,2011,"M'gladbach",1,"(1.5,2]","DE"
"2011-09-17","D1","Win",2.84,3.38,2.4,2011,"M'gladbach",1,"(2.5,3]","DE"
"2011-09-24","D1","Win",2.06,3.33,3.53,2011,"M'gladbach",1,"(2,2.5]","DE"
"2011-10-01","D1","Lost",2.35,3.35,2.92,2011,"M'gladbach",0,"(2,2.5]","DE"
"2011-10-15","D1","Draw",2.65,3.3,2.59,2011,"M'gladbach",0,"(2.5,3]","DE"
"2011-10-22","D1","Lost",3.68,3.4,1.99,2011,"M'gladbach",0,"(3.5,4]","DE"
"2011-10-29","D1","Win",2.04,3.37,3.58,2011,"M'gladbach",1,"(2,2.5]","DE"
"2011-11-05","D1","Win",3.29,3.31,2.18,2011,"M'gladbach",1,"(3,3.5]","DE"
"2011-11-19","D1","Win",2.45,3.33,2.81,2011,"M'gladbach",1,"(2,2.5]","DE"
"2011-11-25","D1","Win",2.12,3.4,3.36,2011,"M'gladbach",1,"(2,2.5]","DE"
"2011-12-03","D1","Draw",3.44,3.42,2.07,2011,"M'gladbach",0,"(3,3.5]","DE"
"2011-12-10","D1","Lost",1.94,3.4,3.92,2011,"M'gladbach",0,"(1.5,2]","DE"
"2011-12-18","D1","Win",1.87,3.42,4.23,2011,"M'gladbach",1,"(1.5,2]","DE"
"2012-01-20","D1","Win",5.08,3.68,1.68,2011,"M'gladbach",1,"(5,10]","DE"
"2012-01-29","D1","Win",2.74,3.27,2.52,2011,"M'gladbach",1,"(2.5,3]","DE"
"2012-02-04","D1","Draw",2.41,3.33,2.84,2011,"M'gladbach",0,"(2,2.5]","DE"
"2012-02-11","D1","Win",2.41,3.29,2.88,2011,"M'gladbach",1,"(2,2.5]","DE"
"2012-02-18","D1","Win",2.25,3.26,3.19,2011,"M'gladbach",1,"(2,2.5]","DE"
